Date,Open,High,Low,Close,Volume,openinterest,Date,SPX Close,Open Interest,Noncommercial Long,Noncommercial Short,Noncommercial Net,Noncommercial Spreads,Commercial Long,Commercial Short,Commercial Net,Total Long,Total Short,Total Net,Nonreportable Positions Long,Nonreportable Positions Short,Nonreportable Net,Noncommercial Long % of OI,Noncommercial Short % of OI,Noncommerical Net % of OI,Noncommercial Net % of OI 1 year percentile,Noncommercial Net % of OI 2 year percentile,Noncommercial Net % of OI 5 year percentile,Noncommercial Spreads % of OI,Commercial Long % of OI,Commercial Short % of OI,Commerical Net % of OI,Commercial Net % of OI 1 year percentile,Commercial Net % of OI 2 year percentile,Commercial Net % of OI 5 year percentile,Total Long % of OI,Total Short % of OI,Total Net % of OI,Total Net % of OI 1 year percentile,Total Net % of OI 2 year percentile,Total Net % of OI 5 year percentile,Nonreportable Positions Long % of OI,Nonreportable Positions Short % of OI,NonReportable Net % of OI,Nonreportable Net % of OI 1 year percentile,Nonreportable Net % of OI 2 year percentile,Nonreportable Net % of OI 5 year percentile
4/23/2013,1562.5,1579.58,1562.5,1578.78,0,0,4/23/2013,1578.78,4.24507E+11,66290923486,36023271856,30267651630,29725074413,2.71674E+11,3.11522E+11,-39848260199,3.6769E+11,3.77271E+11,-9581003264,56816625861,47235622597,9581003264,15.62%,8.49%,7.13%,90.20%,95.10%,98.10%,7.00%,64.00%,73.38%,-9.39%,11.80%,5.80%,3.80%,86.62%,88.87%,-2.26%,74.50%,63.10%,71.50%,13.38%,11.13%,2.26%,25.50%,36.90%,28.50%
4/16/2013,1552.36,1575.35,1552.36,1574.57,0,0,4/16/2013,1574.57,4.34814E+11,68308851651,33795774172,34513077480,33017635682,2.81246E+11,3.24298E+11,-43052843703,3.82572E+11,3.91112E+11,-8540418984,52241743238,43701977014,8539766224,15.71%,7.77%,7.94%,92.20%,96.10%,98.50%,7.59%,64.68%,74.58%,-9.90%,7.80%,3.90%,3.10%,87.99%,89.95%,-1.96%,84.30%,69.90%,78.10%,12.01%,10.05%,1.96%,15.70%,30.10%,21.90%
4/9/2013,1563.11,1573.89,1560.92,1568.61,325278016,0,4/9/2013,1568.61,4.23533E+11,67729572483,33926171273,33803401211,27543716252,2.74031E+11,3.13738E+11,-39706755039,3.69304E+11,3.75207E+11,-5903073361,54228268007,48325194646,5903073361,15.99%,8.01%,7.98%,94.10%,97.10%,98.80%,6.50%,64.70%,74.08%,-9.38%,9.80%,4.90%,3.50%,87.20%,88.59%,-1.39%,94.10%,79.60%,89.60%,12.80%,11.41%,1.39%,5.90%,20.40%,10.40%
4/2/2013,1562.17,1573.66,1562.17,1570.25,331216000,0,4/2/2013,1570.25,4.18274E+11,72222004609,35244588299,36977416310,25965875807,2.67202E+11,3.0973E+11,-42528017697,3.65389E+11,3.7094E+11,-5550967937,52884505947,47333820073,5550685875,17.27%,8.43%,8.84%,98.00%,99.00%,99.60%,6.21%,63.88%,74.05%,-10.17%,5.90%,2.90%,2.30%,87.36%,88.68%,-1.33%,96.10%,81.60%,90.80%,12.64%,11.32%,1.33%,3.90%,18.40%,9.20%
3/26/2013,1551.69,1563.95,1551.69,1563.77,286926016,0,3/26/2013,1563.77,4.078E+11,68691549531,33084424291,35607125239,25224337831,2.63527E+11,3.04999E+11,-41471733787,3.57443E+11,3.63308E+11,-5864972539,50356904753,44491821921,5865082832,16.84%,8.11%,8.73%,98.00%,99.00%,99.60%,6.19%,64.62%,74.79%,-10.17%,3.90%,1.90%,1.90%,87.65%,89.09%,-1.44%,96.10%,80.60%,90.00%,12.35%,10.91%,1.44%,3.90%,19.40%,10.00%
3/19/2013,1552.1,1557.25,1538.57,1548.34,0,0,3/19/2013,1548.34,3.89763E+11,68414361275,30279372504,38134988771,25422868223,2.48453E+11,2.94391E+11,-45937936616,3.4229E+11,3.50093E+11,-7802669118,47472184303,39669597854,7802586449,17.55%,7.77%,9.78%,100.00%,100.00%,100.00%,6.52%,63.74%,75.53%,-11.79%,0.00%,0.00%,0.00%,87.82%,89.82%,-2.00%,90.20%,72.80%,79.20%,12.18%,10.18%,2.00%,9.80%,27.20%,20.80%
3/12/2013,1556.22,1556.77,1548.24,1552.48,0,0,3/12/2013,1552.48,5.50207E+11,67227102519,34885768665,32341333854,42866747498,3.7134E+11,4.0835E+11,-37010458545,4.81434E+11,4.86102E+11,-4668655401,68773447458,64105072138,4668375320,12.22%,6.34%,5.88%,96.10%,98.10%,98.50%,7.79%,67.49%,74.22%,-6.73%,29.40%,16.50%,13.80%,87.50%,88.35%,-0.85%,100.00%,87.40%,94.60%,12.50%,11.65%,0.85%,0.00%,12.60%,5.40%
3/5/2013,1525.2,1543.47,1525.2,1539.79,0,0,3/5/2013,1539.79,4.65265E+11,64372471859,35284988570,29087483290,30764444552,3.05695E+11,3.40806E+11,-35110200989,4.00832E+11,4.06855E+11,-6022437775,64432855968,58410803141,6022052827,13.84%,7.58%,6.25%,100.00%,100.00%,100.00%,6.61%,65.70%,73.25%,-7.55%,17.60%,8.70%,5.80%,86.15%,87.45%,-1.29%,100.00%,82.50%,91.50%,13.85%,12.55%,1.29%,0.00%,17.50%,8.50%
2/26/2013,1487.85,1498.99,1485.01,1496.94,0,0,2/26/2013,1496.94,4.38503E+11,51932011764,33721547103,18210464661,31248222481,2.95645E+11,3.25049E+11,-29404103940,3.78825E+11,3.90019E+11,-11193715480,59677235302,48483867325,11193367977,11.84%,7.69%,4.15%,80.40%,90.30%,93.80%,7.13%,67.42%,74.13%,-6.71%,27.50%,15.50%,13.50%,86.39%,88.94%,-2.55%,76.50%,62.10%,63.80%,13.61%,11.06%,2.55%,23.50%,37.90%,36.20%
2/19/2013,1519.79,1530.94,1519.79,1530.94,374891008,0,2/19/2013,1530.94,4.30621E+11,51215584015,34206255385,17009328630,23762930578,3.03439E+11,3.27196E+11,-23757710558,3.78417E+11,3.85165E+11,-6748660214,52204273257,45456242222,6748031036,11.89%,7.94%,3.95%,78.40%,89.30%,92.70%,5.52%,70.47%,75.98%,-5.52%,41.20%,27.20%,28.50%,87.88%,89.44%,-1.57%,96.10%,78.60%,88.50%,12.12%,10.56%,1.57%,3.90%,21.40%,11.50%
2/12/2013,1517.01,1522.29,1515.61,1519.43,0,0,2/12/2013,1519.43,4.28087E+11,50742902020,34628121748,16114780272,27042970799,2.97116E+11,3.19983E+11,-22866968104,3.74902E+11,3.81654E+11,-6752434705,53184753925,46432289830,6752464095,11.85%,8.09%,3.76%,76.50%,88.30%,91.90%,6.32%,69.41%,74.75%,-5.34%,45.10%,29.10%,31.20%,87.58%,89.15%,-1.58%,96.10%,78.60%,88.10%,12.42%,10.85%,1.58%,3.90%,21.40%,11.90%
2/5/2013,1495.71,1514.96,1495.71,1511.29,0,0,2/5/2013,1511.29,4.1255E+11,50497105087,30233413361,20263691727,27321707915,2.85887E+11,3.14882E+11,-28994261927,3.63706E+11,3.72437E+11,-8730845700,48844017288,40112444283,8731573005,12.24%,7.33%,4.91%,94.10%,97.10%,97.30%,6.62%,69.30%,76.33%,-7.03%,21.60%,11.70%,10.80%,88.16%,90.28%,-2.12%,88.20%,72.80%,78.80%,11.84%,9.72%,2.12%,11.80%,27.20%,21.20%
1/29/2013,1500.18,1509.35,1498.09,1507.84,394964000,0,1/29/2013,1507.84,4.10026E+11,49004719263,34156029809,14848689454,26356841798,2.86821E+11,3.07575E+11,-20753384545,3.62182E+11,3.68087E+11,-5904592489,47842865956,41938547825,5904318131,11.95%,8.33%,3.62%,76.50%,88.30%,91.20%,6.43%,69.95%,75.01%,-5.06%,45.10%,30.10%,34.60%,88.33%,89.77%,-1.44%,100.00%,81.60%,90.40%,11.67%,10.23%,1.44%,0.00%,18.40%,9.60%
1/22/2013,1485.98,1492.56,1481.16,1492.56,357095008,0,1/22/2013,1492.56,3.82827E+11,43749677951,30145753568,13603924383,21315182001,2.6704E+11,2.88565E+11,-21524637580,3.32105E+11,3.40026E+11,-7920743532,50722174343,42801430811,7920743532,11.43%,7.87%,3.55%,76.50%,88.30%,90.40%,5.57%,69.75%,75.38%,-5.62%,37.30%,24.30%,26.20%,86.75%,88.82%,-2.07%,94.10%,75.70%,80.00%,13.25%,11.18%,2.07%,5.90%,24.30%,20.00%
1/15/2013,1470.67,1473.31,1463.76,1472.34,0,0,1/15/2013,1472.34,3.68521E+11,43536718107,28248224248,15288493858,22446300908,2.5404E+11,2.80376E+11,-26335358274,3.20024E+11,3.3107E+11,-11046562405,48497114414,37450552009,11046562405,11.81%,7.67%,4.15%,82.40%,91.30%,94.20%,6.09%,68.94%,76.08%,-7.15%,17.60%,9.70%,8.50%,86.84%,89.84%,-3.00%,56.90%,48.50%,45.40%,13.16%,10.16%,3.00%,43.10%,51.50%,54.60%
1/8/2013,1461.89,1461.89,1451.64,1457.15,0,0,1/8/2013,1457.15,3.53077E+11,42978797171,27526238394,15452558777,20752606968,2.4442E+11,2.73E+11,-28579527640,3.08152E+11,3.21279E+11,-13126968863,44924986970,31798018107,13126968863,12.17%,7.80%,4.38%,84.30%,92.20%,95.40%,5.88%,69.23%,77.32%,-8.09%,11.80%,5.80%,3.80%,87.28%,90.99%,-3.72%,17.60%,23.30%,17.30%,12.72%,9.01%,3.72%,82.40%,76.70%,82.70%
12/31/2012,1426.19,1426.19,1426.19,1426.19,320432992,0,12/31/2012,1426.19,3.36742E+11,43376236337,28233686971,15142549367,18240576357,2.28138E+11,2.58744E+11,-30605488330,2.89755E+11,3.05218E+11,-15463266567,46986800642,31523534075,15463266567,12.88%,8.38%,4.50%,86.30%,93.20%,95.80%,5.42%,67.75%,76.84%,-9.09%,7.80%,3.90%,3.10%,86.05%,90.64%,-4.59%,2.00%,1.90%,2.70%,13.95%,9.36%,4.59%,98.00%,98.10%,97.30%
12/24/2012,1430.15,1430.15,1424.66,1426.66,0,0,12/24/2012,1426.66,3.38161E+11,42469834489,26167008497,16302825992,18058448310,2.29074E+11,2.61002E+11,-31927470638,2.89603E+11,3.05227E+11,-15623959504,48558054601,32933766620,15624287981,12.56%,7.74%,4.82%,94.10%,97.10%,97.30%,5.34%,67.74%,77.18%,-9.44%,2.00%,1.00%,1.90%,85.64%,90.26%,-4.62%,0.00%,1.00%,2.30%,14.36%,9.74%,4.62%,100.00%,99.00%,97.70%
12/18/2012,1430.47,1448,1430.36,1446.79,0,0,12/18/2012,1446.79,4.59231E+11,51027399297,29008102060,22019297237,33866831063,3.20894E+11,3.56781E+11,-35886964515,4.05788E+11,4.19656E+11,-13867667278,53442923926,39575256648,13867667278,11.11%,6.32%,4.79%,94.10%,97.10%,97.30%,7.37%,69.88%,77.69%,-7.81%,7.80%,3.90%,3.80%,88.36%,91.38%,-3.02%,47.10%,47.60%,43.80%,11.64%,8.62%,3.02%,52.90%,52.40%,56.20%
12/11/2012,1418.55,1434.27,1418.55,1427.84,365023008,0,12/11/2012,1427.84,4.11851E+11,48552896186,29556304667,18996591519,28223317932,2.78165E+11,3.09587E+11,-31422241438,3.54941E+11,3.67366E+11,-12425292959,56909913502,44484352336,12425561166,11.79%,7.18%,4.61%,94.10%,97.10%,97.30%,6.85%,67.54%,75.17%,-7.63%,7.80%,3.90%,3.80%,86.18%,89.20%,-3.02%,47.10%,48.50%,44.60%,13.82%,10.80%,3.02%,52.90%,51.50%,55.40%
12/4/2012,1409.46,1413.14,1403.65,1407.05,0,0,12/4/2012,1407.05,3.95988E+11,41237967172,30356914867,10881052305,22801772352,2.72801E+11,2.97399E+11,-24598613829,3.3684E+11,3.50558E+11,-13717476551,59148196437,45430634913,13717561524,10.41%,7.67%,2.75%,78.40%,87.40%,80.80%,5.76%,68.89%,75.10%,-6.21%,21.60%,15.50%,16.50%,85.06%,88.53%,-3.46%,23.50%,33.00%,23.80%,14.94%,11.47%,3.46%,76.50%,67.00%,76.20%
11/27/2012,1406.29,1409.01,1398.03,1398.94,0,0,11/27/2012,1398.94,3.81865E+11,37872969952,36643509460,1229460492,21399781466,2.66129E+11,2.78143E+11,-12014172814,3.25401E+11,3.36186E+11,-10785034275,56463641053,45678606778,10785034275,9.92%,9.60%,0.32%,52.90%,57.30%,54.60%,5.60%,69.69%,72.84%,-3.15%,47.10%,46.60%,46.20%,85.21%,88.04%,-2.82%,52.90%,53.40%,51.50%,14.79%,11.96%,2.82%,47.10%,46.60%,48.50%
11/20/2012,1386.82,1388.13,1380.83,1384.53,320716000,0,11/20/2012,1384.53,3.84058E+11,34995360078,34361970904,633389173.3,20429446131,2.69737E+11,2.83763E+11,-14026518804,3.25162E+11,3.38554E+11,-13392870164,58896278314,45503408150,13392870164,9.11%,8.95%,0.16%,51.00%,55.30%,53.10%,5.32%,70.23%,73.89%,-3.65%,41.20%,41.70%,42.30%,84.66%,88.15%,-3.49%,19.60%,32.00%,22.30%,15.34%,11.85%,3.49%,80.40%,68.00%,77.70%
11/13/2012,1380.03,1388.81,1371.39,1374.53,0,0,11/13/2012,1374.53,3.79229E+11,40868880179,30299085984,10569794195,22980907797,2.6373E+11,2.88613E+11,-24882918908,3.27579E+11,3.41892E+11,-14313468346,51649325725,37335857379,14313468346,10.78%,7.99%,2.79%,82.40%,89.30%,82.30%,6.06%,69.54%,76.11%,-6.56%,13.70%,10.70%,11.90%,86.38%,90.15%,-3.77%,7.80%,19.40%,13.80%,13.62%,9.85%,3.77%,92.20%,80.60%,86.20%
11/6/2012,1417.26,1433.38,1417.26,1428.39,330696992,0,11/6/2012,1428.39,3.77786E+11,43343949795,32983620422,10360329373,20563545627,2.65725E+11,2.87274E+11,-21548638538,3.29632E+11,3.40821E+11,-11188577270,48153202751,36964625481,11188577270,11.47%,8.73%,2.74%,80.40%,87.40%,80.80%,5.44%,70.34%,76.04%,-5.70%,19.60%,18.40%,21.50%,87.25%,90.22%,-2.96%,41.20%,50.50%,46.20%,12.75%,9.78%,2.96%,58.80%,49.50%,53.80%
10/30/2012,1411.94,1411.94,1411.94,1411.94,0,0,10/30/2012,1411.94,3.74088E+11,45585524992,35640602666,9944922326,19965683927,2.60162E+11,2.84153E+11,-23991596384,3.25713E+11,3.39759E+11,-14046346378,48375304941,34328605578,14046699363,12.19%,9.53%,2.66%,80.40%,87.40%,80.00%,5.34%,69.55%,75.96%,-6.41%,13.70%,10.70%,13.10%,87.07%,90.82%,-3.75%,9.80%,20.40%,14.20%,12.93%,9.18%,3.75%,90.20%,79.60%,85.80%
10/23/2012,1433.82,1433.82,1407.56,1413.11,358767008,0,10/23/2012,1413.11,3.72561E+11,45289742974,34562940115,10726802859,21547559467,2.57422E+11,2.83431E+11,-26008948269,3.2426E+11,3.39542E+11,-15282171124,48301620144,33019121456,15282498688,12.16%,9.28%,2.88%,86.30%,90.30%,84.20%,5.78%,69.10%,76.08%,-6.98%,9.80%,7.80%,9.60%,87.04%,91.14%,-4.10%,2.00%,6.80%,6.50%,12.96%,8.86%,4.10%,98.00%,93.20%,93.50%
10/16/2012,1440.31,1455.51,1440.13,1454.92,356876992,0,10/16/2012,1454.92,3.82211E+11,51959177154,29981124589,21978052565,21184592566,2.59719E+11,2.94991E+11,-35271567123,3.32864E+11,3.46157E+11,-13293175764,49348150973,36054975210,13293175764,13.59%,7.84%,5.75%,98.00%,99.00%,98.50%,5.54%,67.95%,77.18%,-9.23%,3.90%,1.90%,2.30%,87.09%,90.57%,-3.48%,13.70%,30.10%,21.20%,12.91%,9.43%,3.48%,86.30%,69.90%,78.80%
10/9/2012,1455.88,1455.9,1441.18,1441.48,321632000,0,10/9/2012,1441.48,3.73967E+11,49251987707,32089203543,17162784164,20593245213,2.5573E+11,2.87901E+11,-32170591433,3.25576E+11,3.40584E+11,-15007556609,48390807841,33383674249,15007133592,13.17%,8.58%,4.59%,96.10%,98.10%,97.70%,5.51%,68.38%,76.99%,-8.60%,3.90%,1.90%,2.30%,87.06%,91.07%,-4.01%,2.00%,9.70%,7.70%,12.94%,8.93%,4.01%,98.00%,90.30%,92.30%
