Date,Open,High,Low,Close,Volume,openinterest,Date,SPX Close,Open Interest,Noncommercial Long,Noncommercial Short,Noncommercial Net,Noncommercial Spreads,Commercial Long,Commercial Short,Commercial Net,Total Long,Total Short,Total Net,Nonreportable Positions Long,Nonreportable Positions Short,Nonreportable Net,Noncommercial Long % of OI,Noncommercial Short % of OI,Noncommerical Net % of OI,Noncommercial Net % of OI 1 year percentile,Noncommercial Net % of OI 2 year percentile,Noncommercial Net % of OI 5 year percentile,Noncommercial Spreads % of OI,Commercial Long % of OI,Commercial Short % of OI,Commerical Net % of OI,Commercial Net % of OI 1 year percentile,Commercial Net % of OI 2 year percentile,Commercial Net % of OI 5 year percentile,Total Long % of OI,Total Short % of OI,Total Net % of OI,Total Net % of OI 1 year percentile,Total Net % of OI 2 year percentile,Total Net % of OI 5 year percentile,Nonreportable Positions Long % of OI,Nonreportable Positions Short % of OI,NonReportable Net % of OI,Nonreportable Net % of OI 1 year percentile,Nonreportable Net % of OI 2 year percentile,Nonreportable Net % of OI 5 year percentile
4/1/1997,757.12,761.49,#N/A,759.64,0,0,4/1/1997,759.64,43796798128,2185765314,3320409093,-1134643779,3541914349,26854280852,25805042012,1049238840,32581960515,32667365454,-85404939,11214837613,11129432674,85404939,4.99%,7.58%,-2.59%,37.30%,45.60%,70.80%,8.09%,61.32%,58.92%,2.40%,39.20%,33.00%,22.30%,74.39%,74.59%,-0.20%,25.50%,22.30%,31.20%,25.61%,25.41%,0.20%,74.50%,77.70%,68.80%
3/25/1997,791.24,798.11,788.39,789.07,0,0,3/25/1997,789.07,44260811573,2069280688,3293803094,-1224522407,2801835044,28287497231,27317034643,970462588,33158612962,33412672780,-254059818.5,11102073806,10848138793,253935012.5,4.68%,7.44%,-2.77%,29.40%,42.70%,68.80%,6.33%,63.91%,61.72%,2.19%,33.30%,29.10%,20.80%,74.92%,75.49%,-0.57%,19.60%,17.50%,26.20%,25.08%,24.51%,0.57%,80.40%,82.50%,73.80%
3/18/1997,795.88,797.18,785.47,789.66,73020312,0,3/18/1997,789.66,58173653606,2228307132,2924862554,-696555422,5932360059,33865274075,33649444344,215829731,42025941266,42506540023,-480598757,16147712340,15666986649,480725691,3.83%,5.03%,-1.20%,86.30%,83.50%,90.00%,10.20%,58.21%,57.84%,0.37%,11.80%,12.60%,10.80%,72.24%,73.07%,-0.83%,13.70%,11.70%,22.70%,27.76%,26.93%,0.83%,86.30%,89.30%,77.70%
3/11/1997,813.65,814.9,810.77,811.34,77070312,0,3/11/1997,811.34,55850314400,2031550431,2988841099,-957290668,5531143363,32772578439,33328659716,-556081277,40335272233,41848512502,-1513240269,15515376678,14001801898,1513574780,3.64%,5.35%,-1.71%,70.60%,71.80%,81.90%,9.90%,58.68%,59.67%,-1.00%,0.00%,1.00%,3.50%,72.22%,74.93%,-2.71%,0.00%,0.00%,6.20%,27.78%,25.07%,2.71%,100.00%,100.00%,93.80%
3/4/1997,795.31,798.93,789.98,790.95,0,0,3/4/1997,790.95,52445213301,1759374027,2685197107,-925823080,4398430710,32336450831,32216536632,119914198.5,38494387304,39300164449,-805777144.5,13950957734,13145048853,805908881.5,3.35%,5.12%,-1.77%,68.60%,71.80%,81.50%,8.39%,61.66%,61.43%,0.23%,7.80%,8.70%,9.20%,73.40%,74.94%,-1.54%,3.90%,2.90%,14.60%,26.60%,25.06%,1.54%,96.10%,97.10%,85.40%
2/25/1997,810.28,812.85,807.65,812.03,0,0,2/25/1997,812.03,53632955966,1715914549,3243356154,-1527441605,4833279257,33664264263,33328795508,335468754.5,40213458069,41405565688,-1192107620,13419497898,12227390278,1192107620,3.20%,6.05%,-2.85%,27.50%,44.70%,68.10%,9.01%,62.77%,62.14%,0.63%,11.80%,11.70%,11.90%,74.98%,77.20%,-2.22%,0.00%,0.00%,10.40%,25.02%,22.80%,2.22%,100.00%,100.00%,89.60%
2/18/1997,808.48,810.88,808.48,809.55,0,0,2/18/1997,816.29,57352426680,2050703993,3167603535,-1116899543,6655809228,34667978388,34726379720,-58401332.5,43374695680,44549792483,-1175096803,13977935073,12802634198,1175300875,3.58%,5.52%,-1.95%,64.70%,69.90%,80.40%,11.61%,60.45%,60.55%,-0.10%,7.80%,4.90%,6.90%,75.63%,77.68%,-2.05%,0.00%,0.00%,11.20%,24.37%,22.32%,2.05%,100.00%,100.00%,88.80%
2/11/1997,785.43,789.6,780.95,789.59,75482816,0,2/11/1997,789.59,51945347901,1444516049,2735663896,-1291147847,5248383541,32274398974,31332244115,942154859.5,38967495961,39316488948,-348992987,12977851940,12628858953,348992987,2.78%,5.27%,-2.49%,45.10%,55.30%,73.10%,10.10%,62.13%,60.32%,1.81%,25.50%,18.40%,17.30%,75.02%,75.69%,-0.67%,11.80%,9.70%,25.00%,24.98%,24.31%,0.67%,88.20%,90.30%,75.00%
2/4/1997,786.73,789.28,783.68,789.28,0,0,2/4/1997,789.28,51301361465,1593111805,2319422050,-726310245,5116877315,31894244650,31609673840,284570810,38604233770,39046033150,-441799380,12697127695,12255328315,441799380,3.11%,4.52%,-1.42%,74.50%,81.60%,88.50%,9.97%,62.17%,61.62%,0.55%,13.70%,9.70%,11.20%,75.25%,76.11%,-0.86%,5.90%,4.90%,21.20%,24.75%,23.89%,0.86%,94.10%,95.10%,78.80%
1/28/1997,765.02,776.32,761.75,765.02,0,0,1/28/1997,765.03,49292782376,1340896548,2447408367,-1106511819,4486972561,31021047592,30345429134,675618458,36848916701,37279754241,-430837540,12443730238,12013028135,430702103,2.72%,4.97%,-2.24%,56.90%,65.00%,76.90%,9.10%,62.93%,61.56%,1.37%,19.60%,14.60%,15.80%,74.76%,75.63%,-0.87%,3.90%,3.90%,20.80%,25.24%,24.37%,0.87%,96.10%,96.10%,79.20%
1/21/1997,776.7,783.72,772,782.72,0,0,1/21/1997,782.72,49885848437,2539527152,2288750319,250776833,4379898116,31763143690,32130315148,-367171458,38682568958,38799101282,-116532324,11203279479,11086884854,116394625,5.09%,4.59%,0.50%,98.00%,99.00%,99.60%,8.78%,63.67%,64.41%,-0.74%,0.00%,1.00%,3.80%,77.54%,77.78%,-0.23%,15.70%,12.60%,30.80%,22.46%,22.22%,0.23%,84.30%,87.40%,69.20%
1/14/1997,759.61,772.04,759.61,768.86,83062496,0,1/14/1997,768.86,50062704122,2065860210,1760130790,305729420,4615115308,31451610001,31524561071,-72951070,38132585519,37899807169,232778350,11930253239,12162896953,-232643714,4.13%,3.52%,0.61%,100.00%,100.00%,100.00%,9.22%,62.82%,62.97%,-0.15%,3.90%,2.90%,6.50%,76.17%,75.70%,0.46%,29.40%,23.30%,40.40%,23.83%,24.30%,-0.46%,70.60%,76.70%,59.60%
1/7/1997,747.65,753.26,742.18,753.23,84096872,0,1/7/1997,753.24,46564034827,1395544333,2156127533,-760583200,3502265860,30733350090,29639127236,1094222854,35631160283,35297387856,333772427,10932874544,11266646971,-333772427,3.00%,4.63%,-1.63%,68.60%,77.70%,83.50%,7.52%,66.00%,63.65%,2.35%,27.50%,19.40%,21.20%,76.52%,75.80%,0.72%,37.30%,27.20%,44.20%,23.48%,24.20%,-0.72%,62.70%,72.80%,55.80%
12/31/1996,753.85,#N/A,740.74,740.74,62462500,0,12/31/1996,740.74,43073200612,1599042205,1525831700,73210505,3056170021,29804134220,29194685594,609448626,34459346446,33776687315,682659131,8614039351,9296513297,-682473946,3.71%,3.54%,0.17%,100.00%,99.00%,98.80%,7.10%,69.19%,67.78%,1.41%,15.70%,12.60%,16.20%,80.00%,78.42%,1.58%,60.80%,38.80%,52.70%,20.00%,21.58%,-1.58%,39.20%,61.20%,47.30%
12/24/1996,746.92,751.03,746.92,751.03,25803124,0,12/24/1996,751.03,44695105836,1467701028,1466801787,899241,3202511484,30511370859,30200273904,311096955,35181454608,34869587175,311867433,9513838986,9825706419,-311867433,3.28%,3.28%,0.00%,98.00%,98.10%,98.10%,7.17%,68.27%,67.57%,0.70%,9.80%,7.80%,12.70%,78.71%,78.02%,0.70%,39.20%,26.20%,43.80%,21.29%,21.98%,-0.70%,60.80%,73.80%,56.20%
12/17/1996,720.98,727.67,716.69,726.04,81225000,0,12/17/1996,726.06,62742733681,1585248348,2274769947,-689521599,5605367356,39820015018,39004960350,815054668,47010630722,46885097653,125533069,15732102959,15857636028,-125533069,2.53%,3.63%,-1.10%,86.30%,89.30%,91.20%,8.93%,63.47%,62.17%,1.30%,13.70%,9.70%,14.60%,74.93%,74.73%,0.20%,29.40%,17.50%,35.80%,25.07%,25.27%,-0.20%,70.60%,82.50%,64.20%
12/10/1996,749.76,753.43,747.02,747.54,69706248,0,12/10/1996,747.54,59191573900,1837969215,2414022750,-576053535,5314523765,38138295710,37959522080,178773630,45290788690,45688068595,-397279905,13900598325,13503318420,397279905,3.11%,4.08%,-0.97%,90.20%,91.30%,92.70%,8.98%,64.43%,64.13%,0.30%,7.80%,6.80%,10.40%,76.52%,77.19%,-0.67%,11.80%,7.80%,25.40%,23.48%,22.81%,0.67%,88.20%,92.20%,74.60%
12/3/1996,756.56,761.75,747.58,748.28,80650000,0,12/3/1996,748.28,58903494064,1742408949,2454647154,-712238205,5271511815,38247901505,37592368156,655533349,45261822269,45318714195,-56891926,13641671795,13584909906,56761889,2.96%,4.17%,-1.21%,86.30%,89.30%,89.60%,8.95%,64.93%,63.82%,1.11%,11.80%,7.80%,13.80%,76.84%,76.94%,-0.10%,25.50%,13.60%,32.30%,23.16%,23.06%,0.10%,74.50%,86.40%,67.70%
11/26/1996,757.03,762.12,752.83,755.96,0,0,11/26/1996,755.96,58833659760,1730996130,2676998070,-946001940,5461812370,39118152310,37649450440,1468701870,46310960810,45788260880,522699930,12522698950,13045398880,-522699930,2.94%,4.55%,-1.61%,76.50%,84.50%,85.00%,9.28%,66.49%,63.99%,2.50%,29.40%,16.50%,23.10%,78.72%,77.83%,0.89%,47.10%,26.20%,46.90%,21.28%,22.17%,-0.89%,52.90%,73.80%,53.10%
11/19/1996,737.02,742.18,736.87,742.16,72184376,0,11/19/1996,742.16,53821609886,1675219884,3101440958,-1426221074,5095422776,35816309822,33649850564,2166459258,42586893204,41846840560,740052644,11234716682,11974895588,-740178906,3.11%,5.76%,-2.65%,39.20%,61.20%,70.00%,9.47%,66.55%,62.52%,4.03%,62.70%,36.90%,33.10%,79.13%,77.75%,1.38%,58.80%,32.00%,51.50%,20.87%,22.25%,-1.38%,41.20%,68.00%,48.50%
11/12/1996,731.87,733.04,728.2,729.56,73709376,0,11/12/1996,729.56,52302390105,1681532250,2945772600,-1264240350,5084231685,34591121200,32266730335,2324390865,41356885135,40296552230,1060332905,10945379315,12005837875,-1060458560,3.22%,5.63%,-2.42%,49.00%,67.00%,73.50%,9.72%,66.14%,61.69%,4.44%,66.70%,37.90%,35.00%,79.07%,77.05%,2.03%,72.50%,40.80%,60.40%,20.93%,22.95%,-2.03%,27.50%,59.20%,39.60%
11/5/1996,706.76,714.56,706.76,714.14,76040624,0,11/5/1996,714.14,47774228105,1670875061,2821588994,-1150713933,4208575879,31949733697,29774971367,2174762330,37829061729,36805136240,1023925489,9945043468,10969091865,-1024048397,3.50%,5.91%,-2.41%,49.00%,68.00%,73.80%,8.81%,66.88%,62.32%,4.55%,68.60%,37.90%,35.40%,79.18%,77.04%,2.14%,76.50%,42.70%,61.90%,20.82%,22.96%,-2.14%,23.50%,57.30%,38.10%
10/29/1996,697.32,703.25,696.22,701.5,69357816,0,10/29/1996,701.5,44785103510,1079272825,3535696480,-2456423655,3736480435,30152051345,26564041510,3588009835,34967684300,33836218425,1131465875,9817419210,10948885085,-1131465875,2.41%,7.89%,-5.48%,0.00%,28.20%,50.80%,8.34%,67.33%,59.31%,8.01%,100.00%,62.10%,54.20%,78.08%,75.55%,2.53%,86.30%,47.60%,64.60%,21.92%,24.45%,-2.53%,13.70%,52.40%,35.40%
10/22/1996,709.78,709.78,704.55,706.57,64185936,0,10/22/1996,706.57,44836387352,1260128858,2742195823,-1482066965,3289966563,30493843473,27943605875,2550237599,35043938893,33975768260,1068170634,9792448459,10860497094,-1068048635,2.81%,6.12%,-3.31%,17.60%,49.50%,62.30%,7.34%,68.01%,62.32%,5.69%,92.20%,52.40%,46.20%,78.16%,75.78%,2.38%,82.40%,44.70%,63.50%,21.84%,24.22%,-2.38%,17.60%,55.30%,36.50%
10/15/1996,704.26,708.07,699.07,702.57,71715624,0,10/15/1996,702.57,46559353778,1191643845,2705130148,-1513486303,4423400380,31613045683,29073809023,2539236660,37228089908,36202465360,1025624548,9331263870,10356888418,-1025624548,2.56%,5.81%,-3.25%,17.60%,50.50%,62.70%,9.50%,67.90%,62.44%,5.45%,90.20%,50.50%,44.60%,79.96%,77.76%,2.20%,80.40%,42.70%,62.70%,20.04%,22.24%,-2.20%,19.60%,57.30%,37.30%
10/8/1996,703.35,705.76,699.88,700.64,67979688,0,10/8/1996,700.64,44932823390,1168929115,2561145860,-1392216745,3995720500,30799684890,28506050045,2293634845,35964633680,35062916405,901717275,8968364870,9869958130,-901593260,2.60%,5.70%,-3.10%,19.60%,54.40%,64.60%,8.89%,68.55%,63.44%,5.10%,86.30%,44.70%,40.40%,80.04%,78.03%,2.01%,74.50%,38.80%,58.80%,19.96%,21.97%,-2.01%,25.50%,61.20%,41.20%
10/1/1996,687.31,691.43,684.44,689.08,65867188,0,10/1/1996,689.08,42258631045,1230631638,2318658901,-1088027263,3129112280,29156811906,26865821196,2290990710,33516555824,32313764647,1202791177,8742075221,9944866398,-1202791177,2.91%,5.49%,-2.57%,31.40%,64.10%,71.20%,7.40%,69.00%,63.57%,5.42%,90.20%,48.50%,44.20%,79.31%,76.47%,2.85%,90.20%,47.60%,66.50%,20.69%,23.53%,-2.85%,9.80%,52.40%,33.50%
9/24/1996,686.48,690.88,683.72,685.61,71898440,0,9/24/1996,685.61,41165294710,1255002606,2220669916,-965667310,2704388645,28466193413,26296884332,2169309081,32425584663,31221942892,1203641771,8739660195,9943351818,-1203691623,3.05%,5.39%,-2.35%,47.10%,72.80%,76.20%,6.57%,69.15%,63.88%,5.27%,88.20%,46.60%,42.30%,78.77%,75.85%,2.92%,90.20%,47.60%,67.30%,21.23%,24.15%,-2.92%,9.80%,52.40%,32.70%
9/17/1996,683.98,685.8,679.96,682.94,70289064,0,9/17/1996,682.94,52234186499,959651396,2704334568,-1744683172,4131032719,34847477451,31047215444,3800262007,39937870500,37882582731,2055287769,12296145264,14351603768,-2055458504,1.84%,5.18%,-3.34%,15.70%,53.40%,61.90%,7.91%,66.71%,59.44%,7.28%,98.00%,53.40%,51.90%,76.46%,72.52%,3.93%,100.00%,59.20%,74.20%,23.54%,27.48%,-3.94%,0.00%,40.80%,25.80%
9/10/1996,663.76,665.57,661.55,663.81,58275000,0,9/10/1996,663.81,45517507190,780682764.5,2962216458,-2181533693,2643662097,30915664084,27784358713,3131305371,34340008945,33390237268,949771677.5,11177498245,12127154979,-949656734.5,1.72%,6.51%,-4.79%,3.90%,38.80%,54.20%,5.81%,67.92%,61.04%,6.88%,98.00%,51.50%,50.40%,75.44%,73.36%,2.09%,76.50%,39.80%,61.20%,24.56%,26.64%,-2.09%,23.50%,60.20%,38.80%
9/3/1996,651.9,655.13,643.97,654.72,54021876,0,9/3/1996,654.72,43359232794,1097039775,3140766549,-2043726774,2464444818,29364618762,26973283959,2391334803,32926103355,32578217409,347885946,10433129439,10780901148,-347771709,2.53%,7.24%,-4.71%,3.90%,40.80%,55.00%,5.68%,67.72%,62.21%,5.52%,94.10%,47.60%,45.00%,75.94%,75.14%,0.80%,47.10%,23.30%,45.00%,24.06%,24.86%,-0.80%,52.90%,76.70%,55.00%
8/27/1996,663.89,666.4,663.5,666.4,48518752,0,8/27/1996,666.4,41239462070,789334565,2285457067,-1496122502,2489067580,28426470253,27059080710,1367389543,31704872398,31833605357,-128732959,9534474769,9405741810,128732959,1.91%,5.54%,-3.63%,9.80%,52.40%,60.80%,6.04%,68.93%,65.61%,3.32%,43.10%,21.40%,26.20%,76.88%,77.19%,-0.31%,19.60%,9.70%,28.80%,23.12%,22.81%,0.31%,80.40%,90.30%,71.20%
8/20/1996,666.58,666.99,665.15,665.69,52337500,0,8/20/1996,665.69,39884436847,937609007,2224433999,-1286824992,2104412513,27992856967,26481264748,1511592219,31034878487,30810111260,224767227,8849391938,9074325588,-224933649.5,2.35%,5.58%,-3.23%,9.80%,54.40%,63.10%,5.28%,70.18%,66.39%,3.79%,66.70%,33.00%,31.90%,77.81%,77.25%,0.56%,43.10%,21.40%,42.30%,22.19%,22.75%,-0.56%,56.90%,78.60%,57.70%
8/13/1996,665.77,665.77,659.13,660.2,56635936,0,8/13/1996,660.2,42633754265,1100246762,2376656111,-1276409349,3037250100,29437451261,27398442837,2039008424,33574783073,32812183998,762599075,9058971192,9821570267,-762599075,2.58%,5.57%,-2.99%,19.60%,59.20%,65.80%,7.12%,69.05%,64.26%,4.78%,76.50%,37.90%,38.10%,78.75%,76.96%,1.79%,64.70%,32.00%,55.80%,21.25%,23.04%,-1.79%,35.30%,68.00%,44.20%
8/6/1996,660.23,662.75,656.83,662.38,54264064,0,8/6/1996,662.38,42796889481,1342791625,2420005476,-1077213851,3418543180,29028745768,27351174848,1677570920,33790080573,33189723504,600357069,9006808908,9607165977,-600357069,3.14%,5.65%,-2.52%,37.30%,68.90%,72.70%,7.99%,67.83%,63.91%,3.92%,68.60%,34.00%,32.70%,78.95%,77.55%,1.40%,58.80%,29.10%,51.90%,21.05%,22.45%,-1.40%,41.20%,70.90%,48.10%
7/30/1996,630.91,635.26,629.22,635.26,53295312,0,7/30/1996,635.26,40932499498,1039431971,2741835427,-1702403456,3037813320,28378972608,25616187620,2762784988,32456217899,31395836367,1060381532,8476281599,9536663131,-1060381532,2.54%,6.70%,-4.16%,7.80%,49.50%,57.70%,7.42%,69.33%,62.58%,6.75%,90.20%,45.60%,49.60%,79.29%,76.70%,2.59%,80.40%,39.80%,65.40%,20.71%,23.30%,-2.59%,19.60%,60.20%,34.60%
7/23/1996,633.79,637.7,625.65,626.87,65921876,0,7/23/1996,626.87,39352416313,918041542.5,3010936693,-2092895150,2939393430,27156578268,24051876538,3104701730,31014013240,30002101755,1011911485,8338403073,9350314558,-1011911485,2.33%,7.65%,-5.32%,0.00%,41.70%,51.50%,7.47%,69.01%,61.12%,7.89%,92.20%,47.60%,53.50%,78.81%,76.24%,2.57%,78.40%,38.80%,65.00%,21.19%,23.76%,-2.57%,21.60%,61.20%,35.00%
7/16/1996,629.71,631.99,605.88,628.37,106715624,0,7/16/1996,628.37,41678385265,1029392268,2219223112,-1189830844,3646274018,27331847623,25786310162,1545537461,32007671001,31651964384,355706617,9670714264,10026420881,-355706617,2.47%,5.32%,-2.85%,25.50%,63.10%,67.70%,8.75%,65.58%,61.87%,3.71%,64.70%,32.00%,31.50%,76.80%,75.94%,0.85%,45.10%,22.30%,46.50%,23.20%,24.06%,-0.85%,54.90%,77.70%,53.50%
7/9/1996,652.64,656.6,652.64,654.75,62526564,0,7/9/1996,654.75,37935366117,1198603944,2087505788,-888901843.5,2245301438,26038734669,25474069980,564664689,29482640051,29806877205,-324237154.5,8452889754,8128488912,324400842,3.16%,5.50%,-2.34%,47.10%,73.80%,76.50%,5.92%,68.64%,67.15%,1.49%,17.60%,8.70%,16.50%,77.72%,78.57%,-0.85%,7.80%,3.90%,21.50%,22.28%,21.43%,0.86%,92.20%,96.10%,78.50%
7/2/1996,675.84,675.84,672.55,673.6,60625000,0,7/2/1996,673.6,38442096860,1133447190,1697173515,-563726325,2218670000,27269567705,26352139055,917428650,30621853295,30268150970,353702325,7820243565,8174114290,-353870725,2.95%,4.41%,-1.47%,76.50%,88.30%,87.30%,5.77%,70.94%,68.55%,2.39%,29.40%,14.60%,21.90%,79.66%,78.74%,0.92%,43.10%,21.40%,47.30%,20.34%,21.26%,-0.92%,56.90%,78.60%,52.70%
6/25/1996,668.85,670.65,667.29,668.48,61234376,0,6/25/1996,668.48,36921381271,1167952495,1756020544,-588068049,2048389840,26618640020,25371023627,1247616393,29834982355,29175266891,659715464,7086398916,7746114380,-659715464,3.16%,4.76%,-1.59%,72.50%,86.40%,85.40%,5.55%,72.10%,68.72%,3.38%,43.10%,21.40%,27.30%,80.81%,79.02%,1.79%,54.90%,27.20%,55.40%,19.19%,20.98%,-1.79%,45.10%,72.80%,44.60%
6/18/1996,665.16,666.36,661.34,662.06,58326564,0,6/18/1996,662.06,49755873797,1987817573,2735393304,-747575731,4360539743,32969936391,30655078461,2314857930,39318340915,37751011508,1567329407,10437580090,12004862289,-1567282199,4.00%,5.50%,-1.50%,76.50%,88.30%,86.50%,8.76%,66.26%,61.61%,4.65%,62.70%,31.10%,36.50%,79.02%,75.87%,3.15%,78.40%,38.80%,68.80%,20.98%,24.13%,-3.15%,21.60%,61.20%,31.20%
6/11/1996,672.16,676.72,669.94,670.96,63342188,0,6/11/1996,670.96,46918134253,1579455543,2702851183,-1123395640,4650410608,30164688072,28911298598,1253389474,36394554223,36264560389,129993834,10523289217,10653450791,-130161574,3.37%,5.76%,-2.39%,49.00%,74.80%,74.60%,9.91%,64.29%,61.62%,2.67%,33.30%,16.50%,25.00%,77.57%,77.29%,0.28%,31.40%,15.50%,36.90%,22.43%,22.71%,-0.28%,68.60%,84.50%,63.10%
6/4/1996,667.69,672.6,667.69,672.56,60318752,0,6/4/1996,672.56,45055240356,1520959000,2739342424,-1218383424,4209911540,29560116644,28386162484,1173954160,35290987184,35335248308,-44261124,9764253172,9719992048,44261124,3.38%,6.08%,-2.70%,39.20%,69.90%,69.20%,9.34%,65.61%,63.00%,2.61%,29.40%,14.60%,24.20%,78.33%,78.43%,-0.10%,21.60%,10.70%,31.90%,21.67%,21.57%,0.10%,78.40%,89.30%,68.10%
5/28/1996,678.57,679.98,671.52,672.23,53356248,0,5/28/1996,672.23,45194563830,1956985290,2800772488,-843787197.5,4179399868,29743110183,28777266570,965843612.5,35879618970,35757438925,122180045,9314944860,9437124905,-122180045,4.33%,6.20%,-1.87%,66.70%,83.50%,80.80%,9.25%,65.81%,63.67%,2.14%,23.50%,11.70%,20.00%,79.39%,79.12%,0.27%,27.50%,13.60%,36.50%,20.61%,20.88%,-0.27%,72.50%,86.40%,63.50%
5/21/1996,673.15,675.56,672.26,672.76,64001564,0,5/21/1996,672.76,44966749142,1547313060,2690755046,-1143441986,4091967126,30279699212,28027160448,2252538764,35918979398,34809882620,1109096778,9047769744,10156742080,-1108972336,3.44%,5.98%,-2.54%,49.00%,74.80%,72.30%,9.10%,67.34%,62.33%,5.01%,62.70%,31.10%,39.20%,79.88%,77.41%,2.47%,60.80%,30.10%,63.80%,20.12%,22.59%,-2.47%,39.20%,69.90%,36.20%
5/14/1996,661.51,666.96,661.51,665.6,71943752,0,5/14/1996,665.6,46193178616,1750747544,2705651832,-954904288,4726102472,30457378848,28687031464,1770347384,36934518712,36118785768,815732944,9258826304,10074269400,-815443096,3.79%,5.86%,-2.07%,60.80%,80.60%,78.50%,10.23%,65.93%,62.10%,3.83%,52.90%,26.20%,32.30%,79.96%,78.19%,1.77%,47.10%,23.30%,53.80%,20.04%,21.81%,-1.77%,52.90%,76.70%,46.20%
5/7/1996,640.86,641.4,636.96,638.26,64182812,0,5/7/1996,638.26,41741069746,1507998208,2631295436,-1123297228,3972207978,28183050068,26118596063,2064454005,33663256254,32722099477,941156777,8077813492,9018852001,-941038509,3.61%,6.30%,-2.69%,47.10%,73.80%,69.60%,9.52%,67.52%,62.57%,4.95%,58.80%,29.10%,38.80%,80.65%,78.39%,2.25%,56.90%,28.20%,63.10%,19.35%,21.61%,-2.25%,43.10%,71.80%,36.90%
4/30/1996,654.16,654.59,651.05,654.17,61467188,0,4/30/1996,654.17,40496038553,1107611111,2081784730,-974173618.5,3503393745,27847730646,26372721491,1475009155,32458616450,31957780913,500835536.5,8037422104,8538257640,-500835536.5,2.74%,5.14%,-2.41%,52.90%,76.70%,74.20%,8.65%,68.77%,65.12%,3.64%,49.00%,24.30%,30.40%,80.15%,78.92%,1.24%,45.10%,22.30%,51.20%,19.85%,21.08%,-1.24%,54.90%,77.70%,48.80%
4/23/1996,647.89,651.59,647.7,651.58,70732816,0,4/23/1996,651.58,39767841618,1141077807,2157399436,-1016321629,3304712393,27586883525,26130773658,1456109867,32032790401,31592605916,440184485,7735167893,8175072807,-439904914,2.87%,5.42%,-2.56%,52.90%,76.70%,71.90%,8.31%,69.37%,65.71%,3.66%,49.00%,24.30%,30.80%,80.55%,79.44%,1.11%,39.20%,19.40%,49.20%,19.45%,20.56%,-1.11%,60.80%,80.60%,50.80%
4/16/1996,642.96,645.57,642.15,645,70829688,0,4/16/1996,645,40771542010,910901250,2147750764,-1236849514,4348022678,27109381076,25398622376,1710758700,32368305004,31894283326,474021678,8403075756,8877258684,-474182928,2.23%,5.27%,-3.03%,45.10%,72.80%,65.40%,10.66%,66.49%,62.29%,4.20%,49.00%,24.30%,33.80%,79.39%,78.23%,1.16%,39.20%,19.40%,50.40%,20.61%,21.77%,-1.16%,60.80%,80.60%,49.60%
4/9/1996,644.24,646.33,640.84,642.19,66685936,0,4/9/1996,642.19,39350994988,862942812.5,1875676443,-1012733630,4182744018,25654687763,24325193915,1329493848,30700374593,30383614375,316760217.5,8650459848,8967380613,-316920765,2.19%,4.77%,-2.57%,52.90%,76.70%,71.50%,10.63%,65.19%,61.82%,3.38%,35.30%,17.50%,26.90%,78.02%,77.21%,0.80%,35.30%,17.50%,45.40%,21.98%,22.79%,-0.81%,64.70%,82.50%,54.60%
4/2/1996,653.73,654.85,652.81,654.22,63537500,0,4/2/1996,654.22,40282778725,1114790880,1394306375,-279515495,4312454685,26298172005,25204643275,1093528730,31725417570,30911240780,814176790,8557197600,9371537945,-814340345,2.77%,3.46%,-0.69%,92.20%,96.10%,95.80%,10.71%,65.28%,62.57%,2.71%,29.40%,14.60%,25.40%,78.76%,76.74%,2.02%,45.10%,22.30%,60.00%,21.24%,23.26%,-2.02%,54.90%,77.70%,40.00%
3/26/1996,650.04,654.31,648.15,652.97,62514064,0,3/26/1996,652.97,41437476200,1008185680,1823092240,-814906560,4296216115,28082933760,27100866880,982066880,33387335555,33220338478,166997077.5,8049977403,8217137723,-167160320,2.43%,4.40%,-1.97%,68.60%,84.50%,79.60%,10.37%,67.77%,65.40%,2.37%,25.50%,12.60%,21.50%,80.57%,80.17%,0.40%,27.50%,13.60%,38.80%,19.43%,19.83%,-0.40%,72.50%,86.40%,61.20%
3/19/1996,652.65,656.18,649.8,651.69,68484376,0,3/19/1996,651.69,40493083995,1764450675,2081009093,-316558417.5,4057910708,27302063783,25843418640,1458645143,33124262243,31982338440,1141923803,7368658830,8510582633,-1141923803,4.36%,5.14%,-0.78%,88.20%,94.20%,94.20%,10.02%,67.42%,63.82%,3.60%,37.30%,18.40%,29.20%,81.80%,78.98%,2.82%,47.10%,25.20%,66.20%,18.20%,21.02%,-2.82%,52.90%,74.80%,33.80%
3/12/1996,639.98,639.98,628.82,637.09,71090624,0,3/12/1996,637.09,51637100135,1829722480,1818891950,10830530,6524757235,31015930288,31253724130,-237793842.5,39370250730,39597214043,-226963312.5,12266849405,12039886093,226963312.5,3.54%,3.52%,0.02%,98.00%,99.00%,98.50%,12.64%,60.07%,60.53%,-0.46%,2.00%,1.00%,5.00%,76.24%,76.68%,-0.44%,15.70%,7.80%,28.10%,23.76%,23.32%,0.44%,84.30%,92.20%,71.90%
